# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.9531861092119756,1.8536575815545162,-90.65953699778738,0,3.0,-0.4078412257899097,90.0,0.0,-0.06329010960371714
 0.08218692804990754,2.953069480979381,1.8435262161076738,-90.65953699778738,0.2465607841497226,2.9999999999999996,-0.4078412257899097,89.99479838031573,-7.010448314792554,-0.4671854659118477
 0.11558702029446369,2.9529149366687606,1.8336189192283148,-90.89368661817716,0.346761060883391,2.9999999999999982,-0.43259257752291147,89.97919434265896,-9.640412259938246,-1.0323227144105072
 0.140776809502672,2.9527228040848232,1.823934198624525,-91.13652657088524,0.4223304285080159,3.0,-0.45930447132342966,89.95319035108811,-12.076747037327324,-1.7442872179006228
 0.1616448401685165,2.952493411032278,1.8144705620043906,-91.38854449840382,0.4849345205055494,3.0000000000000013,-0.48816930132723413,89.91679051193492,-14.490628949855495,-2.590614043146097
 0.17970617157478144,2.952227085315834,1.8052265170759978,-91.65026455015239,0.5391185147243442,2.9999999999999987,-0.5194020184960967,89.87000057315593,-16.960989999357295,-3.565271343267466
 0.19574215992640923,2.951924154740201,1.796200571547432,-91.92225078821414,0.5872264797792276,3.0,-0.5532432064719003,89.8128279234249,-19.53813393558637,-4.665659458542084
 0.21021949867329023,2.951584947110088,1.7873912331267794,-92.20511097168156,0.6306584960198706,2.999999999999996,-0.5899626336163843,89.745281590966,-22.26110654011898,-5.891332974963398
 0.22344389952942445,2.9512097902302035,1.7787970095221257,-92.49950076806921,0.6703316985882732,3.000000000000002,-0.6298633654257834,89.66737224212812,-25.16447535274557,-7.243371412943127
 0.23562884178847052,2.9507990119052567,1.770416408441557,-92.8061284472216,0.7068865253654114,2.999999999999998,-0.6732865353557579,89.57911217970059,-28.28163451234993,-8.724040775115753
 0.24693058157531275,2.9503529399399575,1.7622479375931592,-93.12576012122676,0.7407917447259381,3.0,-0.7206168908104265,89.48051534097043,-31.64673558753149,-10.336603856681586
 0.2574677025639049,2.9498719021390145,1.7542901046850183,-93.45922560300656,0.7724031076917146,3.000000000000008,-0.7722892557828392,89.37159729552143,-35.29602144622862,-12.085214865312262
 0.26733281907813505,2.9493562263071373,1.74654141742522,-93.80742496706236,0.8019984572344051,3.0,-0.8287960773639595,89.25237524277561,-39.268900795409586,-13.974866176658717
 0.27659997282840093,2.9488062402490343,1.7390003835218506,-94.17133590833737,0.8297999184852027,3.0,-0.8906962578284325,89.12286800927713,-43.60893179232439,-16.01137002122257
 0.28532951710677046,2.9482222717694153,1.7316655106829955,-94.55202200935085,0.8559885513203113,2.999999999999994,-0.9586255149061349,88.9830960457195,-48.36481145154723,-18.20136546546962
 0.29357146039877674,2.9476046486729897,1.724535306616741,-94.95064204266309,0.88071438119633,2.9999999999999933,-1.0333085612027817,88.83308142371602,-53.59143572819147,-20.55234515454672
 0.30136782573794385,2.9469536987644656,1.717608279031173,-95.36846045465056,0.9041034772138314,3.000000000000007,-1.1155734541208848,88.67284783231452,-58.74008810803439,-22.83517524649403
 0.308831191191383,2.946269749848553,1.7108829356343773,-95.80685919896803,0.9074202492445382,0.4444070240696039,-1.206368540713672,88.5024205742566,-62.885038058628865,-24.662021142409895
 0.31615394917751216,2.9455531297299613,1.70435778413444,-96.2673511136199,0.8854519752861508,-3.0,-1.3067825077538788,88.32182656198194,-66.47432874827109,-26.182667163696493
 0.3234386252348009,2.944804166213399,1.698031332239447,-96.75159506467676,0.8635979471142846,-3.0000000000000075,-1.4180681560567219,88.1310943133786,-70.35940411719724,-27.717748552673353
 0.3306845372076745,2.944023187103576,1.6919020876574835,-97.26141311337382,0.8418602111956638,-3.0,-1.5416706445678974,87.93025394727968,-74.57166528078724,-29.26778145332322
 0.33789098600902495,2.9432105202052004,1.6859685580966364,-97.79881000125125,0.8202408647916123,-3.0000000000000155,-1.6792611038149499,87.71933717870719,-79.14648474732302,-30.833304215366073
 0.3450572586634219,2.9423664933229814,1.6802292512649915,-98.36599529058765,0.7987420468284215,-2.9999999999999845,-1.8327767031988795,87.49837731386391,-84.12376221705648,-32.41487033201584
 0.35218263250031223,2.9414914342616294,1.6746826748706343,-98.96540854494985,0.7773659253177505,-3.000000000000008,-2.0044684725426416,87.26740924487397,-89.54855729915766,-34.01303802643061
 0.35926638080923545,2.9405856708258526,1.669327336621651,-99.59974798628426,0.7561146803909807,-3.0000000000000155,-2.1969584315449566,87.0264694442729,-95.4718062918368,-35.62835534417921
 0.36630778035185,2.9396495308203607,1.6641617442261274,-100.27200311944019,0.7349904817631371,-2.999999999999992,-2.413307873026039,86.77559595924829,-101.95112868759071,-37.2613392392158
 0.37330612123118734,2.938683342049862,1.6591844053921494,-100.98549187102913,0.7139954591251252,-2.999999999999992,-2.6570989634471247,86.51482840563163,-109.05172567513783,-38.91244665119651
 0.38026071975373293,2.9376874323190663,1.654393827827803,-101.74390284129049,0.6931316635574883,-3.000000000000008,-2.932532168029904,86.24420796164259,-116.84736720457732,-40.582034924944686
 0.38717093509347206,2.936662129432683,1.649788519241174,-102.55134331055571,0.6724010175382709,-3.000000000000016,-3.244542333580626,85.9637773613864,-125.42145413073509,-42.27030806796685
 0.3940361907905482,2.9356077611954206,1.6453669873403487,-103.4123936630623,0.6518052504470424,-3.000000000000008,-3.5989365271641143,85.67358088810563,-134.8681259651384,-43.97724421517797
