# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.9694462634361374,2.0162591237961403,-89.43333399567301,0,3.0,-0.7561437740647515,0.0,0.0,0.0
 0.07127992056846381,2.9695216377062468,2.008638255917642,-89.43333399567301,0.21383976170539146,3.0,-0.7561437740647515,0.0,-11.274942800350443,0.0
 0.10023319152471069,2.9695528676088556,2.001189522974848,-89.75978046958774,0.3006995745741321,3.0000000000000004,-0.8039827540175721,0.0,-15.540339963552338,0.0
 0.12205949684973982,2.969540296558422,1.9939117917000486,-90.09896867448698,0.3661784905492195,3.0000000000000013,-0.8557199077483717,0.0,-19.51275790359721,0.0
 0.14013294843104204,2.9694842679694027,1.986803928825536,-90.45163155967532,0.4203988452931262,3.0000000000000013,-0.9117433322303509,0.0,-23.467510296729902,0.0
 0.15576841958494178,2.969385125256255,1.9798648010836004,-90.81855713997369,0.4673052587548255,3.0000000000000036,-0.9724865265602831,0.0,-27.532676186984723,0.0
 0.16964416404222574,2.9692432118334353,1.9730932752065335,-91.20059351896943,0.5089324921266773,3.0,-1.0384344360125588,0.0,-31.79089582237609,0.0
 0.18216538777449406,2.969058871115402,1.9664882179266263,-91.59865443821064,0.5464961633234824,3.0000000000000044,-1.1101303853764768,0.0,-36.307154804430034,0.0
 0.19359759655845357,2.9688324465166125,1.9600484959761704,-92.01372541228643,0.580792789675361,3.000000000000005,-1.1881840395779568,0.0,-41.1396355252717,0.0
 0.20412625336699933,2.9685642814515223,1.9537729760874567,-92.44687051596067,0.6123787601009982,3.0,-1.2732805539429513,0.0,-46.34501644645627,0.0
 0.2138871600583543,2.9682547193345905,1.9476605249927763,-92.89923989710384,0.6416614801750632,3.0000000000000084,-1.3661911012280277,0.0,-51.98157556054271,0.0
 0.22298342531898505,2.9679041035802736,1.9417100094244204,-93.37207809706806,0.6689502759569554,2.999999999999997,-1.4677849896291306,0.0,-58.11133669560016,0.0
 0.23149562274735766,2.9675127776030283,1.9359202961146804,-93.86673326784764,0.6944868682420733,3.0,-1.5790436211945218,0.0,-64.80179405505224,0.0
 0.2394882119063949,2.9670810848173126,1.9302902517958476,-94.38466738449821,0.7184646357191851,3.0000000000000036,-1.7010765733410151,0.0,-72.12747840578797,0.0
 0.2470137789560903,2.9666093686375836,1.9248187432002128,-94.92746755936643,0.7410413368682712,2.9999999999999964,-1.8351401260619846,0.0,-80.17151161221766,0.0
 0.2541159403351415,2.966097972478298,1.9195046370600675,-95.49685857283887,0.762347821005425,3.0000000000000195,-1.9826585978374642,0.0,-89.02724234605374,0.0
 0.2608313922997923,2.965547239753913,1.9143468001077026,-96.09471674235913,0.7824941768993774,3.0000000000000084,-2.145248895198954,0.0,-97.63773638686695,0.0
 0.26726710596443,2.9649575138788866,1.9093440990754094,-96.72308525660837,0.7829390470097934,0.06912521805630957,-2.3247487177286468,0.0,-104.58401171254961,0.0
 0.27358839576641947,2.9643291382676753,1.904495400695479,-97.38419110329806,0.7639751776038249,-3.000000000000009,-2.5232488925759973,0.0,-110.76936583543393,0.0
 0.2798741825206818,2.9636624563347365,1.8997995717002032,-98.08046371584446,0.745117817341038,-2.999999999999991,-2.7431303260646938,0.0,-117.45442516313429,0.0
 0.28612419597180033,2.9629578114945274,1.8952554788218725,-98.81455545300746,0.7263677769876825,-2.9999999999999822,-2.9871060478936196,0.0,-124.6869544283802,0.0
 0.29233822656941055,2.9622155471615055,1.8908619887927784,-99.58936400294824,0.7077256851948519,-2.999999999999991,-3.2582687644819996,0.0,-132.51925762345232,0.0
 0.29851614196023957,2.961436006750128,1.886617968345212,-100.40805676420139,0.6891919390223648,-3.0000000000000178,-3.5601442081189747,0.0,-141.0083935742914,0.0
 0.3046579070537058,2.9606195336748513,1.8825222842114646,-101.27409719374172,0.6707666437419659,-3.000000000000009,-3.8967503255519853,0.0,-150.21629220680774,0.0
 0.31076360843983275,2.9597664713501333,1.8785738031238273,-102.1912730172877,0.6524495395835852,-2.999999999999991,-4.272661944720621,0.0,-160.20971293610583,0.0
 0.3168334841179244,2.9588771631904316,1.8747713918145912,-103.16372605723261,0.6342399125493103,-2.9999999999999907,-4.693079902302076,0.0,-171.0599632432113,0.0
 0.3228679597191037,2.957951952610203,1.8711139170160476,-104.19598323176238,0.6161364857457725,-2.999999999999982,-5.1639026154921215,0.0,-182.84226453262565,0.0
 0.3288676926879125,2.956991183023904,1.8676002454604874,-105.29298799437045,0.5981372868393461,-3.0000000000000093,-5.691796575707778,0.0,-195.63461148484564,0.0
 0.3348336262442724,2.9559951978459935,1.8642292438802024,-106.46013108781331,0.5802394861702664,-3.0,-6.284260051208327,0.0,-209.51591848435692,0.0
 0.3407670553994,2.954964340490927,1.8609997790074835,-107.70327894701174,0.5624391987048836,-3.0,-6.949671149677606,0.0,-224.5631800820547,0.0
 0.34666970787788315,2.9538989543731624,1.857910717574622,-109.02879735849913,0.5447312412694341,-3.0000000000000093,-7.697307045021559,0.0,-240.84729195154495,0.0
 0.352543843545037,2.9527993829071573,1.8549609263139086,-110.44356702648912,0.5271088342679726,-2.9999999999999907,-8.537315255394919,0.0,-258.42708448465186,0.0
 0.3583923769130233,2.951665969507368,1.852149271957635,-111.95498645328901,0.5095632341640138,-2.999999999999981,-9.480610140129436,0.0,-277.34102101721186,0.0
