# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.839365544856851,0.6829264774148222,0.3598269763275446,0,3.0,1.005173734912708,-179.4270613023165,0.0,0.04005164552808208
 0.08975913441253029,1.8514503598532224,0.6830023730505164,0.3598269763275446,0.2692774032375909,3.0000000000000004,1.005173734912708,-179.4234663012821,18.62841290539858,0.286619751882289
 0.12738541571425843,1.863703772518061,0.6832292524132997,1.0607448805108144,0.38215624714277535,3.0000000000000004,0.9563571134464863,-179.41268186587115,23.178185351544258,0.6160129280756649
 0.15656039886957354,1.8761242343649527,0.683605904186723,1.7369680477128895,0.4696811966087207,3.000000000000001,0.9103577584432845,-179.3947096990711,26.263460129067376,1.01242729974618
 0.18140866222837113,1.8887101969074844,0.6841311170543373,2.3895694217132357,0.5442259866851135,3.0,0.8670057235786818,-179.36955263889536,28.490903975960762,1.4624298608832231
 0.20352116268048545,1.9014601116592424,0.6848036796996932,3.019574548762814,0.6105634880414564,3.0,0.8261396449077181,-179.3372146579354,30.134219615114592,1.9571672150223893
 0.2237104418074036,1.9143724301338132,0.6856223808063421,3.627962719844214,0.6711313254222109,3.0,0.7876067623515036,-179.29770086273325,31.349850493050415,2.4902208236893753
 0.2424571205412115,1.9274456038447834,0.6865860090578345,4.21566829539034,0.7273713616236346,3.0000000000000013,0.7512628234986347,-179.2510174929753,32.23882141262855,3.056656815121186
 0.26007295893112053,1.940678084305739,0.6876933531377215,4.783582163276344,0.7802188767933617,2.999999999999997,0.7169718980912684,-179.19717192050672,32.87144960962553,3.6525318217007197
 0.2767735040096418,1.954068323030267,0.688943201729554,5.332553289278234,0.8303205120289253,2.9999999999999933,0.6846061263711213,-179.13617264816767,33.29920562457666,4.274605805882351
 0.2927149364625529,1.9676147715319536,0.6903343435168829,5.863390326478022,0.8781448093876586,2.999999999999993,0.654045420104812,-179.06802930845038,33.56113459347834,4.920161351377684
 0.3080145661080836,1.9813158813243852,0.6918655671832592,6.376863256242047,0.9240436983242506,3.0,0.6251771314297837,-178.99275266197805,33.68764599459335,5.586882951831414
 0.3227630523181203,1.9951701039211485,0.6935356614122338,6.873705038641906,0.9682891569543607,2.9999999999999964,0.5978957017239817,-178.91035459580587,33.702901146743486,6.27277254547267
 0.337032097403584,2.0091758908358295,0.6953434148873574,7.354613254615715,1.0110962922107518,3.000000000000008,0.5721022998749207,-178.82084812154366,33.62639622282592,6.976088180681017
 0.3508795066880388,2.0233316935820147,0.6972876162921812,7.8202517258744315,1.0526385200641162,2.999999999999992,0.5477044576606169,-178.72424737330132,33.47405586451008,7.69529811324607
 0.3643526387641144,2.0376359636732913,0.6993670543102559,8.271252101658908,1.093057916292343,3.0000000000000084,0.5246157077313042,-178.62056760545678,33.259014510713136,8.429045583870916
 0.3774908302838527,2.052087152623245,0.7015805176251325,8.708215404058413,1.132472490851558,2.9999999999999956,0.5027552287557093,-178.50982519024728,32.99219037677412,9.176121219494584
 0.39032714447868383,2.0666837119454624,0.703926794920362,9.131713525710369,1.1709814334360513,3.0,0.48204750079282516,-178.392037615184,32.682717065593756,9.935441021831398
 0.40288966028641815,2.08142409315353,0.7064046748794952,9.542290675486598,1.2086689808592541,2.9999999999999867,0.4624219732852673,-178.26722348029043,32.338274585011646,10.7060285444894
 0.41520244131229134,2.0963067477610347,0.7090129461860831,9.940464769206407,1.2456073239368737,3.0,0.44381274712292096,-178.13540249516538,31.965347510639454,11.487000272708602
 0.4272862766043165,2.111330127281562,0.7117503975236766,10.32672876357732,1.2818588298129492,3.0,0.4261582719088166,-177.99659547587052,31.5694292430167,12.277553494315034
 0.43915925555690094,2.1264926832286988,0.7146158175758266,10.701551932524762,1.3174777666707025,3.0,0.4094010588024977,-177.8508243416433,31.15518562618194,13.076956138191061
 0.45083722010720445,2.141792867116032,0.717607995026084,11.06538108582544,1.352511660321613,2.999999999999995,0.3934874092808633,-177.69811211143562,30.72658742230355,13.884538187582017
 0.4623341247215336,2.1572291304571474,0.7207257185579996,11.41864173054351,1.3870023741646005,3.0,0.3783671596002431,-177.53848290027898,30.28701857441467,14.699684369029764
 0.47366232610479375,2.1727999247656316,0.7239677768551246,11.76173917625302,1.420986978314381,3.000000000000005,0.3639934407183246,-177.37196191547625,29.839365403498057,15.521827885558684
 0.4848328186610351,2.1885037015550717,0.7273329586010098,12.095059585375761,1.4544984559831051,3.0000000000000098,0.35032245317807253,-177.19857545262136,29.3860906238979,16.350445012932877
 0.4958554275889354,2.204338912339053,0.730820052479206,12.418970970242825,1.4875662827668061,3.00000000000001,0.33731325661472245,-177.01835089144666,28.92929514586779,17.185050415138
 0.5067389685404498,2.220304008631163,0.7344278471732641,12.733824138661323,1.5202169056213493,3.00000000000001,0.32492757287738283,-176.83131669149967,28.470769970072467,18.025193064100083
 0.5174913806317765,2.2363974419449875,0.7381551313667353,13.03995358993691,1.5524741418953292,2.999999999999979,0.3131296024807175,-176.63750238764874,28.01203997399599,18.870452670247214
 0.5281198380267504,2.2526176637941133,0.7420006937431702,13.337678363346837,1.584359514080251,3.0,0.3018858534433332,-176.43693858541914,27.554401022288445,19.720436547834044
 0.5386308441475337,2.2689631256921268,0.7459633229861199,13.627302841146625,1.615892532442601,3.0000000000000107,0.2911649820290696,-176.22965695616034,27.098951539260216,20.57477685242808
